Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
random23-800.txt,"6206,8","303,144","6221,14","16,413","6208,56","36,043","6206,8","56,301","6206,8","223,725","6206,8","266,65","6228,49","16,496","6224,93","18,68","6231,71","22,559","6239,56","24,547","6490,47","5,938","6480,81","11,102","6610,04","21,426","6571,29","41,562","6536,06","81,871","6579,1","162,038","6562,46","322,272"
random24-800.txt,"10474,62","168,176","10481,96","19,295","10474,62","45,544","10474,62","117,298","10474,62","198,934","10474,62","260,13","10474,72","19,469","10486,72","16,3","10506,46","16,538","10501,65","33,364","10912,51","5,948","10956,32","10,979","10841,65","21,216","10999,04","41,567","10857,86","81,743","10936,67","161,97","10890,37","322,216"
random25-800.txt,"15521,69","270,464","15526,97","17,088","15521,69","49,795","15521,69","155,45","15521,69","187,088","15521,69","280,545","15536,44","15,986","15557,86","18,133","15554,45","15,559","15554,99","22,417","15823,1","5,967","15792,24","10,942","15858,7","21,319","15850,31","41,49","15900,29","81,723","15967,94","161,877","16023,98","322,267"
random26-800.txt,"6396,51","1091,855","6401,83","16,913","6396,51","38,798","6396,51","254,401","6396,51","609,515","6396,51","543,994","6420,7","267,456","6420,01","20,741","6404,08","16,759","6407,92","31,842","6696,32","5,836","6823,85","10,964","6786,82","21,331","6807,83","41,499","6828,84","81,654","6879,43","161,994","6979,79","322,045"
random27-800.txt,"7273,09","1287,202","7291,82","20,07","7273,09","44,183","7273,09","136,41","7273,09","208,505","7273,09","401,123","7308,23","59,461","7288,81","49,141","7311,27","51,67","7305,89","35,498","7615,61","5,873","7606,33","11,133","7554,03","21,169","7670,02","41,63","7686,12","81,712","7664,24","161,939","7649,67","321,999"
random2-800.txt,"16291,4","74,556","16311,4","24,67","16294,16","52,958","16291,4","67,687","16291,4","153,25","16291,4","124,159","16307,03","32,202","16325,4","21,378","16329,29","17,14","16320,64","22,093","16829,56","6,032","16763,19","11,036","16742,91","21,387","16757,27","41,362","16733,44","81,62","16523,87","161,932","16635,35","321,993"
random28-800.txt,"6697,7","217,206","6713,84","18,23","6697,7","40,891","6697,7","76,953","6697,7","153,692","6697,7","188,066","6706,04","20,194","6701,92","18,242","6706,67","15,456","6723,88","22,823","7044,3","5,876","6994,23","11,101","7265,66","21,161","7039,56","41,431","7139,98","81,712","7085,52","161,912","7152,03","322,065"
random29-800.txt,"7954,43","1230,931","7960,63","17,22","7955,76","76,866","7955,76","419,123","7954,43","628,534","7954,43","539,262","7988,53","35,233","7964,56","89,028","7967,85","17,393","7994,07","28,78","8360,55","5,856","8282,69","11,033","8370,11","21,197","8361,17","41,502","8337,69","81,619","8515,46","161,772","8480,84","321,991"
random30-800.txt,"6360,66","152,505","6378,85","16,743","6361,62","37,246","6360,94","66,134","6360,66","197,385","6360,66","160,304","6369,26","45,311","6375,56","32,449","6383,99","35,355","6377,1","26,236","6781,6","5,892","6759,23","11,118","6873,43","21,276","6731,38","41,56","6930,09","81,617","6871,22","162,034","6899,24","322,09"
random31-800.txt,"3575,12","618,559","3591,67","15,142","3575,12","78,289","3575,12","232,685","3575,12","446,117","3575,12","310,999","3575,12","85,493","3575,12","52,111","3583,6","17,916","3595,89","39,982","3991,98","5,978","4004,68","11,099","4101,85","21,307","4041,23","41,447","4035,54","81,62","4066,59","161,923","4185,76","322,074"
random32-800.txt,"11131,82","592,457","11157,93","19,208","11134,26","42,866","11131,82","119,863","11131,82","270,66","11131,82","279,429","11145,45","103,431","11165,29","15,784","11148,6","23,403","11159,86","45,609","11581,6","6,285","11400,42","11,258","11479,49","21,668","11546,96","41,908","11595,57","82,431","11596,61","162,526","11657,06","323,088"
random33-800.txt,"7785,02","58,044","7794,04","22,188","7785,02","46,353","7785,02","73,764","7785,02","95,147","7785,02","109,518","7802,3","12,894","7796,87","14,745","7791,65","14,342","7785,02","18,848","8365,59","6,23","8195,64","11,215","8269,82","21,666","8248,26","41,881","8310,19","82,376","8370,51","162,537","8298,35","322,77"
random34-800.txt,"6672,31","1106,146","6692,24","20,279","6680,33","39,421","6672,31","167,827","6672,31","364,274","6672,31","439,465","6687,29","57,59","6682,4","19,858","6692,2","20,021","6691,03","36,827","7095,25","6,041","7244,83","10,896","7050,09","21,109","7060,96","41,349","7034,96","81,517","7177,32","161,861","7269,99","322,0"
random35-800.txt,"7404,53","402,781","7426,28","19,838","7409,06","68,808","7406,57","143,215","7404,53","235,562","7404,53","275,244","7458,87","49,585","7448,77","62,959","7426,21","27,146","7417,43","32,414","7862,5","5,925","7752,0","11,059","7716,41","21,172","7770,84","41,44","7811,83","81,687","7956,67","162,019","8001,52","322,217"
random36-800.txt,"20536,71","148,462","20549,62","16,514","20540,06","60,722","20536,71","71,927","20536,71","124,256","20536,71","155,456","20574,11","26,762","20544,8","48,947","20538,55","24,037","20551,53","31,329","20921,6","5,97","20942,59","10,998","20967,52","21,232","20923,07","41,506","20988,47","81,704","20981,4","161,929","21034,59","322,092"
random37-800.txt,"15208,32","313,936","15215,04","17,589","15208,32","53,275","15208,32","235,021","15208,32","332,525","15208,32","404,813","15227,05","22,41","15212,78","20,908","15212,14","39,046","15215,6","27,576","15779,83","6,055","15559,43","10,984","15610,15","21,251","15614,8","41,633","15650,42","81,672","15648,57","162,035","15797,57","322,233"
random3-800.txt,"15020,26","118,861","15049,16","24,585","15023,12","91,483","15020,89","95,004","15020,26","157,17","15020,26","235,084","15036,36","19,023","15031,81","36,441","15027,19","14,651","15025,52","33,963","15465,17","6,013","15435,38","10,976","15446,49","21,271","15439,82","41,284","15441,54","81,594","15471,21","161,813","15476,32","321,93"
random38-800.txt,"8948,26","399,3","8956,15","13,309","8948,26","35,743","8948,26","127,659","8948,26","424,424","8948,26","367,487","8951,79","22,08","8980,52","45,268","8975,6","29,465","8970,59","21,202","9346,65","5,909","9278,37","11,018","9392,75","21,124","9394,03","41,347","9444,32","81,652","9430,08","161,775","9511,45","322,067"
random39-800.txt,"11042,09","1540,984","11056,89","17,26","11042,09","40,898","11042,09","133,598","11042,09","558,874","11042,09","850,909","11055,94","63,763","11059,15","26,508","11066,21","20,217","11054,93","22,958","11342,98","6,077","11283,42","11,316","11329,12","21,498","11370,65","41,67","11373,59","81,82","11426,31","162,031","11434,05","322,58"
random4-800.txt,"5958,3","2149,71","5965,13","14,009","5958,97","35,775","5958,3","337,541","5958,3","498,227","5958,3","833,512","6026,3","150,729","5980,35","23,048","6015,7","23,834","5985,39","36,256","6436,32","5,905","6307,52","11,149","6444,66","21,262","6475,61","41,672","6424,04","81,775","6561,0","162,115","6572,25","322,407"
random5-800.txt,"9676,95","225,629","9685,91","16,686","9677,76","38,933","9677,76","79,712","9676,95","144,697","9676,95","169,283","9677,79","30,688","9701,18","20,323","9705,46","14,841","9699,49","34,174","10154,55","5,931","10133,27","11,084","10066,97","21,292","10106,77","41,593","10121,96","81,802","10162,12","162,195","10166,21","322,513"
random6-800.txt,"7598,14","2816,474","7605,69","12,35","7599,43","59,148","7599,43","392,868","7598,14","892,524","7598,14","2082,118","7640,77","111,105","7662,38","19,021","7612,1","14,769","7604,51","41,533","7952,38","5,965","7925,3","11,013","8037,38","21,368","7898,58","41,549","8068,53","81,925","8052,68","161,974","8098,33","322,632"
random7-800.txt,"4940,73","255,716","4960,31","19,527","4942,48","52,011","4940,7","134,395","4940,7","183,111","4940,7","209,918","4965,45","54,946","4955,05","15,391","4966,44","13,748","4947,77","27,369","5490,52","6,147","5250,75","11,144","5369,34","21,419","5320,89","41,792","5345,49","82,04","5340,77","162,212","5393,34","322,322"
random8-800.txt,"5897,06","37,17","5902,71","20,067","5902,71","45,323","5897,06","60,82","5897,06","77,566","5897,06","97,844","5924,8","14,444","5911,75","20,841","5913,46","16,85","5915,52","21,041","6207,62","5,885","6176,54","11,044","6272,9","21,087","6215,97","41,437","6267,83","81,526","6354,84","161,89","6481,14","322,04"
random9-800.txt,"12107,88","2338,793","12134,86","23,613","12113,62","89,424","12107,88","379,363","12107,88","834,358","12107,88","1381,723","12126,68","204,399","12143,73","63,035","12159,74","41,595","12136,33","18,519","12606,99","5,838","12538,13","10,896","12663,32","21,243","12493,0","41,276","12570,11","81,834","12617,93","161,826","12646,02","322,264"
