Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
random36-400.txt,"765,28","187,776","799,33","5,467","765,28","12,802","765,28","22,219","765,28","27,868","765,28","48,375","793,72","37,223","836,28","46,62","815,03","38,631","778,89","68,557","1195,97","5,927","1196,57","10,848","1198,2","21,028","1144,69","41,333","1137,69","81,519","1271,57","161,79","1253,25","322,579"
random37-400.txt,"1079,46","2139,16","1136,22","11,491","1086,98","53,665","1084,05","470,635","1084,05","1011,025","1079,46","1474,818","1113,92","127,515","1115,65","91,457","1126,6","32,131","1106,25","39,608","1781,69","6,011","1697,68","10,812","1691,27","21,003","1548,16","41,703","1595,33","81,549","1524,08","161,785","1630,15","322,208"
random38-400.txt,"820,47","1682,33","865,13","17,944","826,68","39,639","826,68","768,203","826,68","244,12","824,97","1333,572","877,26","188,975","876,95","22,595","838,01","31,776","881,01","88,63","1420,96","5,871","1223,29","10,867","1367,32","21,289","1212,72","41,399","1274,85","81,681","1226,49","161,718","1226,11","321,922"
random39-400.txt,"1692,59","5530,867","1708,92","7,252","1692,59","19,984","1692,59","157,06","1692,59","119,185","1692,59","127,77","1696,04","171,928","1729,1","27,724","1750,62","24,492","1698,9","94,869","2401,25","6,037","2236,56","11,034","2208,71","21,555","2029,88","41,479","2029,04","82,507","2047,44","162,648","1936,69","322,351"
random4-400.txt,"1192,97","166,518","1227,08","9,822","1198,05","27,566","1192,96","54,926","1192,96","118,278","1192,98","179,42","1208,86","27,087","1231,74","18,009","1215,46","19,567","1202,24","37,619","2118,39","5,888","1976,76","10,919","1961,31","21,122","1918,41","41,779","1854,72","81,676","1729,39","162,431","1682,89","322,494"
random5-400.txt,"889,05","474,82","942,94","7,532","901,82","43,469","896,15","75,048","893,52","117,276","889,05","163,216","926,14","62,186","915,57","20,319","924,17","62,934","896,77","59,015","1527,82","5,824","1470,53","11,049","1397,06","21,107","1419,61","41,367","1361,68","81,657","1284,81","161,977","1362,79","321,866"
random6-400.txt,"848,57","10779,334","906,24","11,362","851,17","149,983","851,17","365,444","848,6","1692,475","848,57","2354,491","879,2","432,433","907,04","30,853","925,52","47,499","881,49","60,041","1387,89","5,78","1437,03","10,905","1401,84","21,091","1294,05","41,304","1255,61","81,47","1314,94","161,884","1255,92","322,446"
random7-400.txt,"838,42","567,837","877,3","7,445","842,56","27,734","842,14","45,275","842,14","122,618","839,25","176,946","874,11","82,709","897,04","40,26","872,56","33,352","857,9","60,437","1562,5","5,909","1490,71","10,788","1471,54","21,167","1346,13","41,161","1280,73","81,473","1373,69","161,884","1529,71","322,116"
random8-400.txt,"1129,27","2234,492","1182,36","7,553","1130,99","42,02","1130,41","470,339","1129,27","671,247","1131,56","595,417","1136,02","112,008","1170,41","22,39","1134,06","58,941","1151,87","98,031","1724,63","5,786","1724,58","11,039","1661,71","21,137","1680,59","41,358","1431,74","81,622","1646,94","161,695","1621,9","322,157"
random9-400.txt,"767,83","13759,571","813,29","5,901","777,76","65,273","771,8","1380,61","771,8","897,908","771,8","4428,03","797,39","173,584","800,73","24,228","798,88","48,672","803,5","67,163","1154,25","6,024","1178,2","10,885","1129,41","21,396","1158,79","41,244","1127,38","81,221","1305,55","161,844","1318,35","321,859"
