Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
 ,Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s),Preço (R$),Tempo (s)
random34-800.txt,"1373,29","4426,557","1443,43","55,671","1384,94","399,288","1373,29","2212,773","1373,29","3574,702","1373,29","12261,511","1402,14","203,211","1412,11","215,41","1422,28","197,563","1417,16","100,51","2448,22","6,91","2331,65","11,869","2320,07","22,21","2144,92","43,733","2084,93","83,195","2087,58","163,563","2012,28","324,023"
random35-800.txt,"1589,08","2839,484","1645,31","48,699","1589,08","177,466","1589,08","1068,832","1589,08","1697,216","1589,08","2223,399","1665,59","1775,989","1632,66","84,641","1602,41","147,333","1616,49","223,903","3092,75","7,017","2887,04","11,872","2620,3","22,809","2655,46","42,707","2521,17","84,151","2402,89","163,933","2285,3","323,906"
random36-800.txt,"1923,24","117771,314","1978,99","39,146","1929,88","327,832","1923,95","26190,811","1923,24","45315,974","1923,24","79591,475","1966,78","2082,224","1968,1","1157,921","1993,1","221,357","1977,14","909,178","3344,16","6,502","3272,7","11,612","2922,87","22,476","2969,65","42,993","2771,18","83,07","2590,98","163,592","2568,7","323,979"
random37-800.txt,"1663,43","2699,338","1732,78","36,674","1670,6","162,861","1663,43","651,815","1663,43","823,636","1663,43","1758,108","1705,53","1017,447","1682,55","113,216","1720,63","90,127","1741,33","107,93","2697,26","6,922","2654,38","11,845","2547,43","23,092","2551,51","44,193","2458,47","83,584","2330,54","163,123","2160,87","323,789"
random3-800.txt,"2069,91","31517,216","2141,9","56,959","2081,61","2898,763","2069,7","7871,457","2069,7","14554,873","2069,7","22315,274","2105,9","703,768","2093,35","796,398","2101,57","249,207","2101,91","137,674","3288,44","6,674","3213,98","11,764","3246,69","22,764","3188,84","43,391","2828,8","83,015","2694,47","163,526","2723,01","323,74"
random38-800.txt,"1465,37","472,514","1508,35","40,484","1465,37","100,418","1465,37","302,969","1465,37","388,616","1465,37","470,033","1521,31","155,206","1489,5","59,626","1468,19","67,013","1481,63","131,327","2549,96","7,05","2556,03","11,708","2505,98","22,745","2491,21","43,729","2276,19","83,845","2186,9","163,508","2115,66","323,409"
random39-800.txt,"1848,19","6718,464","1910,56","41,339","1853,03","354,828","1853,03","1422,291","1848,19","1724,304","1848,19","3005,726","1911,59","349,801","1871,7","198,993","1876,45","151,697","1869,95","230,195","3057,21","6,924","3049,47","11,847","3158,85","22,572","2830,98","42,804","2761,67","82,873","2619,76","163,421","2496,74","324,474"
random4-800.txt,"1323,27","90007,008","1370,12","38,318","1327,71","487,31","1323,27","2377,725","1323,27","2642,348","1323,27","2719,917","1365,96","246,474","1420,86","189,976","1376,35","190,264","1391,51","248,772","2047,06","6,602","2082,55","12,112","2092,75","23,072","1917,48","43,324","1912,86","83,182","1836,22","164,801","1914,91","325,098"
random5-800.txt,"1647,39","3230,782","1685,08","37,654","1656,25","278,352","1648,34","677,779","1647,39","1123,208","1647,39","1500,234","1706,91","426,219","1718,44","89,826","1691,78","84,302","1684,7","104,821","2654,89","6,825","2593,52","11,661","2504,84","22,233","2461,64","43,251","2396,59","83,388","2365,8","163,611","2349,2","323,701"
random6-800.txt,"1648,77","1518,615","1694,45","47,309","1652,16","294,078","1650,93","595,826","1648,77","1430,978","1648,77","1925,273","1660,0","176,276","1667,31","142,265","1674,67","103,518","1692,26","76,897","2715,36","6,847","2713,58","12,571","2670,82","22,299","2520,92","42,52","2361,31","83,52","2376,46","163,246","2356,08","323,471"
random7-800.txt,"1457,85","10869,354","1492,41","51,428","1470,1","348,663","1462,89","2222,206","1457,85","3541,372","1457,85","3741,121","1484,42","198,793","1491,06","55,472","1487,1","51,182","1495,6","158,035","2769,64","6,838","2594,97","11,728","2484,27","22,545","2399,63","43,889","2252,79","84,098","2335,28","164,652","2149,09","324,808"
random8-800.txt,"1469,77","4428,616","1505,86","31,645","1469,98","211,898","1469,77","1782,894","1469,89","2632,751","1469,77","2632,751","1511,5","474,788","1490,45","238,185","1505,29","138,516","1486,53","204,599","2730,37","6,74","2543,92","11,969","2432,32","22,047","2264,83","42,932","2332,77","82,717","2147,54","163,508","2175,57","324,226"
random9-800.txt,"1919,98","5782,417","1998,53","49,989","1933,02","256,719","1919,98","1345,569","1919,98","2361,812","1919,98","2500,435","1950,08","144,516","1950,59","69,458","1944,22","86,236","1945,12","84,807","3582,93","6,795","3342,28","11,976","3150,21","22,073","3037,63","43,065","2921,77","83,077","2845,75","163,863","2494,51","325,942"
