Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
random29-100.txt,"304,6","40,604","328,95","0,53","310,37","1,144","304,6","1,927","304,6","4,484","304,6","4,797","314,83","2,393","344,37","5,973","304,6","19,879","310,17","23,717","490,02","5,261","538,37","10,276","518,44","20,317","563,82","40,376","616,47","80,423","682,55","160,523","832,32","320,581"
random30-100.txt,"175,02","381,405","191,33","0,256","183,74","1,334","179,52","1,815","175,02","2,819","175,02","6,795","196,44","4,846","190,92","5,708","194,36","19,005","183,21","43,12","373,78","5,298","392,72","10,207","425,18","20,303","386,67","40,399","596,98","80,448","593,95","160,633","688,06","320,591"
random3-100.txt,"337,52","77,52","353,4","0,467","341,45","1,375","338,01","2,351","337,55","5,58","337,55","18,69","363,33","2,631","350,94","6,133","352,33","17,128","372,92","16,737","598,75","5,259","639,71","10,311","582,58","20,311","632,12","40,411","705,28","80,479","643,98","160,519","605,06","320,618"
random31-100.txt,"315,64","46,573","336,77","0,478","321,26","1,336","318,5","2,46","318,5","5,433","318,5","6,485","339,79","2,871","324,41","9,759","321,45","13,363","330,19","18,938","496,32","5,214","498,29","10,263","474,35","20,267","593,83","40,392","554,34","80,5","672,75","160,568","785,1","320,569"
random32-100.txt,"343,68","36,301","378,88","0,71","346,28","1,771","346,01","2,847","346,01","3,639","346,01","5,539","343,97","3,324","348,47","5,333","354,83","8,755","354,83","15,627","578,1","5,239","547,9","10,286","581,85","20,301","582,36","40,378","610,2","80,432","637,29","160,473","647,46","320,708"
random33-100.txt,"240,39","84,352","262,99","0,333","242,76","1,002","242,76","2,074","242,76","5,967","242,76","22,935","260,64","3,23","268,58","4,982","249,01","9,912","251,99","52,283","408,37","5,275","386,18","10,238","454,88","20,241","491,09","40,331","559,32","80,403","551,88","160,404","744,54","320,455"
random34-100.txt,"367,77","136,01","382,38","0,543","375,21","1,817","372,95","4,015","367,77","3,032","367,77","4,082","388,01","3,776","390,73","5,454","382,8","22,223","375,81","26,02","543,0","5,249","574,39","10,219","687,68","20,292","644,31","40,357","742,97","80,479","817,92","160,516","778,29","320,731"
random35-100.txt,"433,92","59,25","447,0","0,645","435,89","1,592","433,99","2,936","433,99","4,756","433,99","6,242","449,23","5,966","453,2","6,592","456,8","11,375","453,16","7,478","675,15","5,225","726,74","10,283","680,38","20,282","690,14","40,383","664,12","80,524","797,42","160,487","935,99","320,644"
random36-100.txt,"300,92","121,043","315,11","2,006","302,25","1,0","302,25","1,575","302,25","2,465","302,25","3,744","321,71","5,874","317,27","11,613","307,78","32,183","302,25","29,129","466,5","5,221","481,44","10,313","466,85","20,374","645,39","40,392","734,62","80,42","650,12","160,437","764,32","320,495"
random37-100.txt,"318,74","68,537","341,74","1,361","318,74","1,369","318,74","2,209","318,74","2,914","318,74","4,811","354,93","2,465","356,45","4,687","342,67","20,807","340,47","22,248","465,38","5,243","466,09","10,24","445,05","20,331","626,41","40,414","645,9","80,426","691,39","160,493","614,57","320,596"
random38-100.txt,"356,85","16,78","397,07","1,497","356,85","2,047","356,85","2,893","356,85","4,605","356,85","6,902","377,32","3,683","373,96","5,6","389,0","6,478","377,71","12,27","606,4","5,297","616,22","10,254","700,83","20,284","661,49","40,358","659,4","80,432","703,65","160,418","798,35","320,51"
random39-100.txt,"448,88","113,646","475,28","0,679","453,61","3,182","452,44","11,544","452,44","23,942","452,44","27,451","470,26","4,995","465,19","6,403","460,54","11,477","459,7","19,114","702,7","5,234","638,27","10,296","668,41","20,295","769,64","40,415","821,75","80,382","758,06","160,583","818,92","320,522"
random4-100.txt,"243,44","108,529","257,84","0,197","256,18","1,533","248,96","1,484","248,31","6,889","248,31","10,204","267,89","3,184","261,19","7,213","253,74","28,459","253,74","18,732","405,95","5,267","404,74","10,233","501,38","20,324","582,12","40,47","616,01","80,399","604,92","160,575","641,17","320,62"
random5-100.txt,"381,06","34,666","399,2","0,475","381,06","1,175","381,06","1,738","381,06","2,733","381,06","3,081","399,56","6,618","385,17","7,9","406,16","5,819","404,2","6,55","578,44","5,309","581,76","10,262","621,42","20,318","641,77","40,407","588,26","80,449","762,88","160,47","792,43","320,598"
random6-100.txt,"261,3","510,892","274,28","0,328","264,15","1,328","261,3","3,269","261,3","13,916","261,3","21,309","273,27","3,586","273,27","9,364","285,95","15,986","282,69","21,452","385,25","5,225","368,42","10,26","510,22","20,32","526,34","40,333","652,17","80,486","644,29","160,6","836,06","320,703"
random7-100.txt,"334,12","429,408","349,26","0,387","338,04","1,843","336,88","12,353","336,36","24,115","336,36","34,94","344,24","8,814","350,05","8,962","338,58","14,542","349,75","24,486","538,01","5,308","511,02","10,27","518,92","20,344","607,27","40,325","584,17","80,466","728,01","160,504","897,57","320,695"
random8-100.txt,"294,06","98,44","303,52","0,406","296,2","1,041","296,2","1,575","294,06","2,954","294,06","9,818","308,49","4,071","308,84","7,673","318,36","13,284","307,09","23,027","462,02","5,267","433,23","10,288","599,86","20,355","545,26","40,423","539,85","80,458","748,3","160,514","747,0","320,511"
random9-100.txt,"294,62","67,909","317,09","0,563","300,53","1,533","308,04","4,126","298,46","4,783","294,62","5,97","315,34","3,133","298,76","8,201","306,12","4,686","295,09","23,49","444,54","5,253","469,66","10,223","615,37","20,335","559,16","40,345","544,84","80,439","709,84","160,563","816,49","320,644"
